demand,phase,mask,active_guidelines,assumed_violations,penalty,exact_target,sales6,penalty_per_exact_target,penalty_per_sales6
flat,1,46,1,0,0,70795.65234375,56636.521875000006,0.0,0.0
flat,1,46,1,1,500,70795.65234375,56636.521875000006,0.00706258058859657,0.008828225735745711
flat,1,46,1,2,1000,70795.65234375,56636.521875000006,0.01412516117719314,0.017656451471491422
flat,1,46,1,3,1500,70795.65234375,56636.521875000006,0.02118774176578971,0.026484677207237135
flat,1,46,1,6,3000,70795.65234375,56636.521875000006,0.04237548353157942,0.05296935441447427
flat,1,47,1,0,0,64787.05078125,51829.640625,0.0,0.0
flat,1,47,1,1,500,64787.05078125,51829.640625,0.0077175916170072805,0.009646989521259102
flat,1,47,1,2,1000,64787.05078125,51829.640625,0.015435183234014561,0.019293979042518204
flat,1,47,1,3,1500,64787.05078125,51829.640625,0.02315277485102184,0.028940968563777304
flat,1,47,1,6,3000,64787.05078125,51829.640625,0.04630554970204368,0.05788193712755461
flat,1,48,1,0,0,112796.1875,90236.95,0.0,0.0
flat,1,48,1,1,500,112796.1875,90236.95,0.004432773935732535,0.005540967419665669
flat,1,48,1,2,1000,112796.1875,90236.95,0.00886554787146507,0.011081934839331339
flat,1,48,1,3,1500,112796.1875,90236.95,0.013298321807197606,0.016622902258997006
flat,1,48,1,6,3000,112796.1875,90236.95,0.02659664361439521,0.03324580451799401
flat,1,49,1,0,0,98401.77734375,78721.421875,0.0,0.0
flat,1,49,1,1,500,98401.77734375,78721.421875,0.005081209033992693,0.006351511292490866
flat,1,49,1,2,1000,98401.77734375,78721.421875,0.010162418067985386,0.012703022584981733
flat,1,49,1,3,1500,98401.77734375,78721.421875,0.01524362710197808,0.0190545338774726
flat,1,49,1,6,3000,98401.77734375,78721.421875,0.03048725420395616,0.0381090677549452
flat,1,50,1,0,0,95133.01953125,76106.41562500001,0.0,0.0
flat,1,50,1,1,500,95133.01953125,76106.41562500001,0.005255798696011707,0.006569748370014633
flat,1,50,1,2,1000,95133.01953125,76106.41562500001,0.010511597392023415,0.013139496740029266
flat,1,50,1,3,1500,95133.01953125,76106.41562500001,0.01576739608803512,0.019709245110043898
flat,1,50,1,6,3000,95133.01953125,76106.41562500001,0.03153479217607024,0.039418490220087796
flat,1,51,1,0,0,85720.0390625,68576.03125,0.0,0.0
flat,1,51,1,1,500,85720.0390625,68576.03125,0.005832941812304135,0.007291177265380169
flat,1,51,1,2,1000,85720.0390625,68576.03125,0.01166588362460827,0.014582354530760337
flat,1,51,1,3,1500,85720.0390625,68576.03125,0.017498825436912405,0.021873531796140506
flat,1,51,1,6,3000,85720.0390625,68576.03125,0.03499765087382481,0.04374706359228101
flat,1,52,1,0,0,93949.05078125,75159.240625,0.0,0.0
flat,1,52,1,1,500,93949.05078125,75159.240625,0.005322033547355309,0.006652541934194136
flat,1,52,1,2,1000,93949.05078125,75159.240625,0.010644067094710618,0.013305083868388272
flat,1,52,1,3,1500,93949.05078125,75159.240625,0.01596610064206593,0.019957625802582406
flat,1,52,1,6,3000,93949.05078125,75159.240625,0.03193220128413186,0.03991525160516481
flat,1,53,1,0,0,84928.97265625,67943.17812499999,0.0,0.0
flat,1,53,1,1,500,84928.97265625,67943.17812499999,0.005887272439097432,0.0073590905488717905
flat,1,53,1,2,1000,84928.97265625,67943.17812499999,0.011774544878194864,0.014718181097743581
flat,1,53,1,3,1500,84928.97265625,67943.17812499999,0.017661817317292293,0.02207727164661537
flat,1,53,1,6,3000,84928.97265625,67943.17812499999,0.035323634634584586,0.04415454329323074
flat,1,54,1,0,0,82677.01171875,66141.609375,0.0,0.0
flat,1,54,1,1,500,82677.01171875,66141.609375,0.006047630285682022,0.0075595378571025286
flat,1,54,1,2,1000,82677.01171875,66141.609375,0.012095260571364045,0.015119075714205057
flat,1,54,1,3,1500,82677.01171875,66141.609375,0.018142890857046068,0.022678613571307585
flat,1,54,1,6,3000,82677.01171875,66141.609375,0.036285781714092136,0.04535722714261517
flat,1,55,1,0,0,76241.703125,60993.3625,0.0,0.0
flat,1,55,1,1,500,76241.703125,60993.3625,0.006558090644699249,0.008197613305874062
flat,1,55,1,2,1000,76241.703125,60993.3625,0.013116181289398498,0.016395226611748123
flat,1,55,1,3,1500,76241.703125,60993.3625,0.019674271934097747,0.02459283991762218
flat,1,55,1,6,3000,76241.703125,60993.3625,0.039348543868195494,0.04918567983524436
flat,1,56,1,0,0,103196.6953125,82557.35625000001,0.0,0.0
flat,1,56,1,1,500,103196.6953125,82557.35625000001,0.004845116391429988,0.006056395489287485
flat,1,56,1,2,1000,103196.6953125,82557.35625000001,0.009690232782859977,0.01211279097857497
flat,1,56,1,3,1500,103196.6953125,82557.35625000001,0.014535349174289966,0.018169186467862454
flat,1,56,1,6,3000,103196.6953125,82557.35625000001,0.02907069834857993,0.03633837293572491
flat,1,57,1,0,0,92107.19921875,73685.759375,0.0,0.0
flat,1,57,1,1,500,92107.19921875,73685.759375,0.005428457321913838,0.006785571652392298
flat,1,57,1,2,1000,92107.19921875,73685.759375,0.010856914643827676,0.013571143304784596
flat,1,57,1,3,1500,92107.19921875,73685.759375,0.016285371965741514,0.020356714957176895
flat,1,57,1,6,3000,92107.19921875,73685.759375,0.03257074393148303,0.04071342991435379
flat,1,58,1,0,0,89415.3671875,71532.29375,0.0,0.0
flat,1,58,1,1,500,89415.3671875,71532.29375,0.005591879961209828,0.006989849951512285
flat,1,58,1,2,1000,89415.3671875,71532.29375,0.011183759922419656,0.01397969990302457
flat,1,58,1,3,1500,89415.3671875,71532.29375,0.016775639883629484,0.020969549854536855
flat,1,58,1,6,3000,89415.3671875,71532.29375,0.03355127976725897,0.04193909970907371
flat,1,59,1,0,0,81725.06640625,65380.05312499999,0.0,0.0
flat,1,59,1,1,500,81725.06640625,65380.05312499999,0.0061180739519321094,0.007647592439915137
flat,1,59,1,2,1000,81725.06640625,65380.05312499999,0.012236147903864219,0.015295184879830274
flat,1,59,1,3,1500,81725.06640625,65380.05312499999,0.018354221855796327,0.02294277731974541
flat,1,59,1,6,3000,81725.06640625,65380.05312499999,0.03670844371159265,0.04588555463949082
flat,1,60,1,0,0,88279.51953125,70623.615625,0.0,0.0
flat,1,60,1,1,500,88279.51953125,70623.615625,0.005663827835209336,0.007079784794011669
flat,1,60,1,2,1000,88279.51953125,70623.615625,0.011327655670418673,0.014159569588023339
flat,1,60,1,3,1500,88279.51953125,70623.615625,0.01699148350562801,0.02123935438203501
flat,1,60,1,6,3000,88279.51953125,70623.615625,0.03398296701125602,0.04247870876407002
flat,1,61,1,0,0,81035.34765625,64828.278125,0.0,0.0
flat,1,61,1,1,500,81035.34765625,64828.278125,0.006170146910715902,0.0077126836383948775
flat,1,61,1,2,1000,81035.34765625,64828.278125,0.012340293821431803,0.015425367276789755
flat,1,61,1,3,1500,81035.34765625,64828.278125,0.018510440732147703,0.02313805091518463
flat,1,61,1,6,3000,81035.34765625,64828.278125,0.037020881464295406,0.04627610183036926
flat,1,62,1,0,0,79186.8125,63349.45,0.0,0.0
flat,1,62,1,1,500,79186.8125,63349.45,0.006314182680354763,0.007892728350443454
flat,1,62,1,2,1000,79186.8125,63349.45,0.012628365360709526,0.015785456700886907
flat,1,62,1,3,1500,79186.8125,63349.45,0.018942548041064287,0.02367818505133036
flat,1,62,1,6,3000,79186.8125,63349.45,0.037885096082128575,0.04735637010266072
flat,1,63,1,0,0,73462.31640625,58769.853125,0.0,0.0
flat,1,63,1,1,500,73462.31640625,58769.853125,0.006806210645945016,0.008507763307431271
flat,1,63,1,2,1000,73462.31640625,58769.853125,0.013612421291890033,0.017015526614862542
flat,1,63,1,3,1500,73462.31640625,58769.853125,0.02041863193783505,0.025523289922293812
flat,1,63,1,6,3000,73462.31640625,58769.853125,0.0408372638756701,0.051046579844587624
flat,2,0,2,0,0,6091.37109375,4873.096874999999,0.0,0.0
flat,2,0,2,1,500,6091.37109375,4873.096874999999,0.08208332611897849,0.10260415764872313
flat,2,0,2,2,1000,6091.37109375,4873.096874999999,0.16416665223795698,0.20520831529744626
flat,2,0,2,3,1500,6091.37109375,4873.096874999999,0.2462499783569355,0.3078124729461694
flat,2,0,2,12,6000,6091.37109375,4873.096874999999,0.984999913427742,1.2312498917846777
flat,2,1,2,0,0,7842.316406250001,6273.853125000001,0.0,0.0
flat,2,1,2,1,500,7842.316406250001,6273.853125000001,0.0637566726587977,0.07969584082349712
flat,2,1,2,2,1000,7842.316406250001,6273.853125000001,0.1275133453175954,0.15939168164699424
flat,2,1,2,3,1500,7842.316406250001,6273.853125000001,0.19127001797639306,0.23908752247049134
flat,2,1,2,12,6000,7842.316406250001,6273.853125000001,0.7650800719055723,0.9563500898819653
flat,2,2,2,0,0,11536.9921875,9229.59375,0.0,0.0
flat,2,2,2,1,500,11536.9921875,9229.59375,0.04333885226530149,0.054173565331626865
flat,2,2,2,2,1000,11536.9921875,9229.59375,0.08667770453060299,0.10834713066325373
flat,2,2,2,3,1500,11536.9921875,9229.59375,0.1300165567959045,0.1625206959948806
flat,2,2,2,12,6000,11536.9921875,9229.59375,0.520066227183618,0.6500827839795223
flat,2,3,2,0,0,12787.17578125,10229.740625,0.0,0.0
flat,2,3,2,1,500,12787.17578125,10229.740625,0.03910167565954293,0.04887709457442866
flat,2,3,2,2,1000,12787.17578125,10229.740625,0.07820335131908586,0.09775418914885732
flat,2,3,2,3,1500,12787.17578125,10229.740625,0.1173050269786288,0.146631283723286
flat,2,3,2,12,6000,12787.17578125,10229.740625,0.4692201079145152,0.586525134893144
flat,2,4,2,0,0,15417.722656250002,12334.178125000002,0.0,0.0
flat,2,4,2,1,500,15417.722656250002,12334.178125000002,0.032430211072535485,0.04053776384066935
flat,2,4,2,2,1000,15417.722656250002,12334.178125000002,0.06486042214507097,0.0810755276813387
flat,2,4,2,3,1500,15417.722656250002,12334.178125000002,0.09729063321760645,0.12161329152200806
flat,2,4,2,12,6000,15417.722656250002,12334.178125000002,0.3891625328704258,0.48645316608803224
flat,2,5,2,0,0,16488.44921875,13190.759374999998,0.0,0.0
flat,2,5,2,1,500,16488.44921875,13190.759374999998,0.030324258719941967,0.037905323399927464
flat,2,5,2,2,1000,16488.44921875,13190.759374999998,0.060648517439883934,0.07581064679985493
flat,2,5,2,3,1500,16488.44921875,13190.759374999998,0.09097277615982591,0.1137159701997824
flat,2,5,2,12,6000,16488.44921875,13190.759374999998,0.36389110463930363,0.4548638807991296
flat,2,6,2,0,0,19249.66015625,15399.728125,0.0,0.0
flat,2,6,2,1,500,19249.66015625,15399.728125,0.02597448453331055,0.03246810566663819
flat,2,6,2,2,1000,19249.66015625,15399.728125,0.0519489690666211,0.06493621133327639
flat,2,6,2,3,1500,19249.66015625,15399.728125,0.07792345359993165,0.09740431699991457
flat,2,6,2,12,6000,19249.66015625,15399.728125,0.3116938143997266,0.3896172679996583
flat,2,7,2,0,0,18666.0546875,14932.84375,0.0,0.0
flat,2,7,2,1,500,18666.0546875,14932.84375,0.026786592473386054,0.03348324059173257
flat,2,7,2,2,1000,18666.0546875,14932.84375,0.05357318494677211,0.06696648118346514
flat,2,7,2,3,1500,18666.0546875,14932.84375,0.08035977742015817,0.1004497217751977
flat,2,7,2,12,6000,18666.0546875,14932.84375,0.32143910968063266,0.4017988871007908
flat,2,8,2,0,0,18876.70703125,15101.365625,0.0,0.0
flat,2,8,2,1,500,18876.70703125,15101.365625,0.026487670713555088,0.033109588391943855
flat,2,8,2,2,1000,18876.70703125,15101.365625,0.052975341427110176,0.06621917678388771
flat,2,8,2,3,1500,18876.70703125,15101.365625,0.07946301214066526,0.09932876517583157
flat,2,8,2,12,6000,18876.70703125,15101.365625,0.317852048562661,0.3973150607033263
flat,2,9,2,0,0,19192.66015625,15354.128125,0.0,0.0
flat,2,9,2,1,500,19192.66015625,15354.128125,0.026051625774094547,0.03256453221761819
flat,2,9,2,2,1000,19192.66015625,15354.128125,0.052103251548189095,0.06512906443523638
flat,2,9,2,3,1500,19192.66015625,15354.128125,0.07815487732228364,0.09769359665285456
flat,2,9,2,12,6000,19192.66015625,15354.128125,0.31261950928913457,0.3907743866114182
flat,2,10,2,0,0,22044.421875,17635.5375,0.0,0.0
flat,2,10,2,1,500,22044.421875,17635.5375,0.022681474834549274,0.028351843543186594
flat,2,10,2,2,1000,22044.421875,17635.5375,0.04536294966909855,0.05670368708637319
flat,2,10,2,3,1500,22044.421875,17635.5375,0.06804442450364782,0.08505553062955978
flat,2,10,2,12,6000,22044.421875,17635.5375,0.2721776980145913,0.34022212251823913
flat,2,11,2,0,0,21356.30859375,17085.046875,0.0,0.0
flat,2,11,2,1,500,21356.30859375,17085.046875,0.02341228577987147,0.029265357224839337
flat,2,11,2,2,1000,21356.30859375,17085.046875,0.04682457155974294,0.058530714449678674
flat,2,11,2,3,1500,21356.30859375,17085.046875,0.0702368573396144,0.08779607167451801
flat,2,11,2,12,6000,21356.30859375,17085.046875,0.2809474293584576,0.35118428669807206
flat,2,12,2,0,0,24996.66796875,19997.334375,0.0,0.0
flat,2,12,2,1,500,24996.66796875,19997.334375,0.020002665980325192,0.025003332475406488
flat,2,12,2,2,1000,24996.66796875,19997.334375,0.040005331960650384,0.050006664950812976
flat,2,12,2,3,1500,24996.66796875,19997.334375,0.06000799794097557,0.07500999742621947
flat,2,12,2,12,6000,24996.66796875,19997.334375,0.24003199176390227,0.3000399897048779
flat,2,13,2,0,0,24144.546875,19315.6375,0.0,0.0
flat,2,13,2,1,500,24144.546875,19315.6375,0.020708609798667014,0.025885762248333766
flat,2,13,2,2,1000,24144.546875,19315.6375,0.04141721959733403,0.05177152449666753
flat,2,13,2,3,1500,24144.546875,19315.6375,0.06212582939600104,0.07765728674500129
flat,2,13,2,12,6000,24144.546875,19315.6375,0.24850331758400415,0.31062914698000516
flat,2,14,2,0,0,25775.18359375,20620.146875,0.0,0.0
flat,2,14,2,1,500,25775.18359375,20620.146875,0.019398503920695278,0.024248129900869102
flat,2,14,2,2,1000,25775.18359375,20620.146875,0.038797007841390556,0.048496259801738203
flat,2,14,2,3,1500,25775.18359375,20620.146875,0.05819551176208584,0.0727443897026073
flat,2,14,2,12,6000,25775.18359375,20620.146875,0.23278204704834335,0.2909775588104292
flat,2,15,2,0,0,24141.48046875,19313.184374999997,0.0,0.0
flat,2,15,2,1,500,24141.48046875,19313.184374999997,0.020711240168026408,0.025889050210033016
flat,2,15,2,2,1000,24141.48046875,19313.184374999997,0.041422480336052815,0.05177810042006603
flat,2,15,2,3,1500,24141.48046875,19313.184374999997,0.062133720504079226,0.07766715063009905
flat,2,15,2,12,6000,24141.48046875,19313.184374999997,0.2485348820163169,0.3106686025203962
flat,2,16,2,0,0,46851.63671875,37481.309375000004,0.0,0.0
flat,2,16,2,1,500,46851.63671875,37481.309375000004,0.010671985762236994,0.013339982202796242
flat,2,16,2,2,1000,46851.63671875,37481.309375000004,0.02134397152447399,0.026679964405592484
flat,2,16,2,3,1500,46851.63671875,37481.309375000004,0.032015957286710986,0.04001994660838873
flat,2,16,2,12,6000,46851.63671875,37481.309375000004,0.12806382914684394,0.16007978643355492
flat,2,17,2,0,0,47941.23046875,38352.984375,0.0,0.0
flat,2,17,2,1,500,47941.23046875,38352.984375,0.010429436105648558,0.013036795132060698
flat,2,17,2,2,1000,47941.23046875,38352.984375,0.020858872211297116,0.026073590264121396
flat,2,17,2,3,1500,47941.23046875,38352.984375,0.03128830831694567,0.03911038539618209
flat,2,17,2,12,6000,47941.23046875,38352.984375,0.1251532332677827,0.15644154158472837
flat,2,18,2,0,0,49359.74609375,39487.796875,0.0,0.0
flat,2,18,2,1,500,49359.74609375,39487.796875,0.010129711750346923,0.012662139687933654
flat,2,18,2,2,1000,49359.74609375,39487.796875,0.020259423500693846,0.025324279375867308
flat,2,18,2,3,1500,49359.74609375,39487.796875,0.03038913525104077,0.03798641906380096
flat,2,18,2,12,6000,49359.74609375,39487.796875,0.12155654100416308,0.15194567625520383
flat,2,19,2,0,0,45727.5390625,36582.03125,0.0,0.0
flat,2,19,2,1,500,45727.5390625,36582.03125,0.010934329951948745,0.013667912439935932
flat,2,19,2,2,1000,45727.5390625,36582.03125,0.02186865990389749,0.027335824879871864
flat,2,19,2,3,1500,45727.5390625,36582.03125,0.03280298985584624,0.0410037373198078
flat,2,19,2,12,6000,45727.5390625,36582.03125,0.13121195942338496,0.1640149492792312
flat,2,20,2,0,0,51039.08203125,40831.265625,0.0,0.0
flat,2,20,2,1,500,51039.08203125,40831.265625,0.009796414435782016,0.01224551804472752
flat,2,20,2,2,1000,51039.08203125,40831.265625,0.019592828871564032,0.02449103608945504
flat,2,20,2,3,1500,51039.08203125,40831.265625,0.029389243307346047,0.03673655413418256
flat,2,20,2,12,6000,51039.08203125,40831.265625,0.11755697322938419,0.14694621653673023
flat,2,21,2,0,0,47399.4609375,37919.568750000006,0.0,0.0
flat,2,21,2,1,500,47399.4609375,37919.568750000006,0.010548643172530806,0.013185803965663505
flat,2,21,2,2,1000,47399.4609375,37919.568750000006,0.02109728634506161,0.02637160793132701
flat,2,21,2,3,1500,47399.4609375,37919.568750000006,0.03164592951759242,0.03955741189699052
flat,2,21,2,12,6000,47399.4609375,37919.568750000006,0.12658371807036967,0.15822964758796207
flat,2,22,2,0,0,47517.83203125,38014.265625,0.0,0.0
flat,2,22,2,1,500,47517.83203125,38014.265625,0.010522365575752195,0.013152956969690243
flat,2,22,2,2,1000,47517.83203125,38014.265625,0.02104473115150439,0.026305913939380487
flat,2,22,2,3,1500,47517.83203125,38014.265625,0.031567096727256584,0.03945887090907073
flat,2,22,2,12,6000,47517.83203125,38014.265625,0.12626838690902634,0.15783548363628291
flat,2,23,2,0,0,43914.69140625,35131.753125,0.0,0.0
flat,2,23,2,1,500,43914.69140625,35131.753125,0.011385711341440494,0.014232139176800615
flat,2,23,2,2,1000,43914.69140625,35131.753125,0.022771422682880987,0.02846427835360123
flat,2,23,2,3,1500,43914.69140625,35131.753125,0.03415713402432148,0.04269641753040185
flat,2,23,2,12,6000,43914.69140625,35131.753125,0.13662853609728592,0.1707856701216074
flat,2,24,2,0,0,54098.68359375,43278.946874999994,0.0,0.0
flat,2,24,2,1,500,54098.68359375,43278.946874999994,0.00924236907046967,0.01155296133808709
flat,2,24,2,2,1000,54098.68359375,43278.946874999994,0.01848473814093934,0.02310592267617418
flat,2,24,2,3,1500,54098.68359375,43278.946874999994,0.027727107211409013,0.03465888401426127
flat,2,24,2,12,6000,54098.68359375,43278.946874999994,0.11090842884563605,0.13863553605704507
flat,2,25,2,0,0,51151.4921875,40921.19375,0.0,0.0
flat,2,25,2,1,500,51151.4921875,40921.19375,0.009774885904935264,0.01221860738116908
flat,2,25,2,2,1000,51151.4921875,40921.19375,0.01954977180987053,0.02443721476233816
flat,2,25,2,3,1500,51151.4921875,40921.19375,0.02932465771480579,0.03665582214350724
flat,2,25,2,12,6000,51151.4921875,40921.19375,0.11729863085922317,0.14662328857402895
flat,2,26,2,0,0,51352.6171875,41082.09375,0.0,0.0
flat,2,26,2,1,500,51352.6171875,41082.09375,0.009736602093217316,0.012170752616521644
flat,2,26,2,2,1000,51352.6171875,41082.09375,0.019473204186434633,0.02434150523304329
flat,2,26,2,3,1500,51352.6171875,41082.09375,0.029209806279651945,0.03651225784956493
flat,2,26,2,12,6000,51352.6171875,41082.09375,0.11683922511860778,0.14604903139825973
flat,2,27,2,0,0,47151.98828125,37721.590625000004,0.0,0.0
flat,2,27,2,1,500,47151.98828125,37721.590625000004,0.010604006707365618,0.01325500838420702
flat,2,27,2,2,1000,47151.98828125,37721.590625000004,0.021208013414731237,0.02651001676841404
flat,2,27,2,3,1500,47151.98828125,37721.590625000004,0.03181202012209685,0.039765025152621064
flat,2,27,2,12,6000,47151.98828125,37721.590625000004,0.1272480804883874,0.15906010061048426
flat,2,28,2,0,0,52737.453125,42189.9625,0.0,0.0
flat,2,28,2,1,500,52737.453125,42189.9625,0.00948092807619822,0.011851160095247773
flat,2,28,2,2,1000,52737.453125,42189.9625,0.01896185615239644,0.023702320190495545
flat,2,28,2,3,1500,52737.453125,42189.9625,0.028442784228594656,0.03555348028574332
flat,2,28,2,12,6000,52737.453125,42189.9625,0.11377113691437862,0.1422139211429733
flat,2,29,2,0,0,48484.21484375,38787.371875,0.0,0.0
flat,2,29,2,1,500,48484.21484375,38787.371875,0.0103126347742528,0.012890793467816
flat,2,29,2,2,1000,48484.21484375,38787.371875,0.0206252695485056,0.025781586935632
flat,2,29,2,3,1500,48484.21484375,38787.371875,0.0309379043227584,0.038672380403448
flat,2,29,2,12,6000,48484.21484375,38787.371875,0.1237516172910336,0.154689521613792
flat,2,30,2,0,0,48308.26171875,38646.609375,0.0,0.0
flat,2,30,2,1,500,48308.26171875,38646.609375,0.010350196471795917,0.012937745589744896
flat,2,30,2,2,1000,48308.26171875,38646.609375,0.020700392943591835,0.02587549117948979
flat,2,30,2,3,1500,48308.26171875,38646.609375,0.031050589415387752,0.03881323676923469
flat,2,30,2,12,6000,48308.26171875,38646.609375,0.12420235766155101,0.15525294707693876
flat,2,31,2,0,0,44895.19921875,35916.159375,0.0,0.0
flat,2,31,2,1,500,44895.19921875,35916.159375,0.01113704825239266,0.013921310315490824
flat,2,31,2,2,1000,44895.19921875,35916.159375,0.02227409650478532,0.027842620630981647
flat,2,31,2,3,1500,44895.19921875,35916.159375,0.03341114475717798,0.041763930946472475
flat,2,31,2,12,6000,44895.19921875,35916.159375,0.1336445790287119,0.1670557237858899
flat,2,32,2,0,0,76739.8046875,61391.84375,0.0,0.0
flat,2,32,2,1,500,76739.8046875,61391.84375,0.006515523489225717,0.008144404361532145
flat,2,32,2,2,1000,76739.8046875,61391.84375,0.013031046978451434,0.01628880872306429
flat,2,32,2,3,1500,76739.8046875,61391.84375,0.01954657046767715,0.024433213084596436
flat,2,32,2,12,6000,76739.8046875,61391.84375,0.0781862818707086,0.09773285233838575
flat,2,33,2,0,0,77588.21875,62070.575,0.0,0.0
flat,2,33,2,1,500,77588.21875,62070.575,0.006444277340752844,0.008055346675941056
flat,2,33,2,2,1000,77588.21875,62070.575,0.012888554681505689,0.016110693351882113
flat,2,33,2,3,1500,77588.21875,62070.575,0.019332832022258533,0.024166040027823167
flat,2,33,2,12,6000,77588.21875,62070.575,0.07733132808903413,0.09666416011129267
flat,2,34,2,0,0,77822.60546875,62258.08437499999,0.0,0.0
flat,2,34,2,1,500,77822.60546875,62258.08437499999,0.006424868416938021,0.008031085521172527
flat,2,34,2,2,1000,77822.60546875,62258.08437499999,0.012849736833876042,0.016062171042345055
flat,2,34,2,3,1500,77822.60546875,62258.08437499999,0.019274605250814064,0.024093256563517584
flat,2,34,2,12,6000,77822.60546875,62258.08437499999,0.07709842100325626,0.09637302625407033
flat,2,35,2,0,0,71202.8828125,56962.30625,0.0,0.0
flat,2,35,2,1,500,71202.8828125,56962.30625,0.007022187589183154,0.008777734486478943
flat,2,35,2,2,1000,71202.8828125,56962.30625,0.014044375178366307,0.017555468972957886
flat,2,35,2,3,1500,71202.8828125,56962.30625,0.021066562767549462,0.026333203459436825
flat,2,35,2,12,6000,71202.8828125,56962.30625,0.08426625107019785,0.1053328138377473
flat,2,36,2,0,0,78010.93359375,62408.746875000004,0.0,0.0
flat,2,36,2,1,500,78010.93359375,62408.746875000004,0.006409357983123259,0.008011697478904073
flat,2,36,2,2,1000,78010.93359375,62408.746875000004,0.012818715966246518,0.016023394957808145
flat,2,36,2,3,1500,78010.93359375,62408.746875000004,0.01922807394936978,0.02403509243671222
flat,2,36,2,12,6000,78010.93359375,62408.746875000004,0.07691229579747912,0.09614036974684888
flat,2,37,2,0,0,71786.86328125,57429.49062499999,0.0,0.0
flat,2,37,2,1,500,71786.86328125,57429.49062499999,0.006965062647201566,0.008706328309001959
flat,2,37,2,2,1000,71786.86328125,57429.49062499999,0.013930125294403132,0.017412656618003917
flat,2,37,2,3,1500,71786.86328125,57429.49062499999,0.020895187941604696,0.026118984927005876
flat,2,37,2,12,6000,71786.86328125,57429.49062499999,0.08358075176641878,0.1044759397080235
flat,2,38,2,0,0,70449.52734375,56359.621875000004,0.0,0.0
flat,2,38,2,1,500,70449.52734375,56359.621875000004,0.007097279695863822,0.008871599619829777
flat,2,38,2,2,1000,70449.52734375,56359.621875000004,0.014194559391727644,0.017743199239659554
flat,2,38,2,3,1500,70449.52734375,56359.621875000004,0.021291839087591465,0.02661479885948933
flat,2,38,2,12,6000,70449.52734375,56359.621875000004,0.08516735635036586,0.10645919543795732
flat,2,39,2,0,0,64642.17968750001,51713.74375000001,0.0,0.0
flat,2,39,2,1,500,64642.17968750001,51713.74375000001,0.007734887691243587,0.009668609614054482
flat,2,39,2,2,1000,64642.17968750001,51713.74375000001,0.015469775382487174,0.019337219228108965
flat,2,39,2,3,1500,64642.17968750001,51713.74375000001,0.02320466307373076,0.029005828842163447
flat,2,39,2,12,6000,64642.17968750001,51713.74375000001,0.09281865229492305,0.11602331536865379
flat,2,40,2,0,0,81792.0390625,65433.63124999999,0.0,0.0
flat,2,40,2,1,500,81792.0390625,65433.63124999999,0.006113064373146799,0.007641330466433499
flat,2,40,2,2,1000,81792.0390625,65433.63124999999,0.012226128746293597,0.015282660932866997
flat,2,40,2,3,1500,81792.0390625,65433.63124999999,0.018339193119440395,0.022923991399300497
flat,2,40,2,12,6000,81792.0390625,65433.63124999999,0.07335677247776158,0.09169596559720199
flat,2,41,2,0,0,76827.921875,61462.33750000001,0.0,0.0
flat,2,41,2,1,500,76827.921875,61462.33750000001,0.006508050560231296,0.008135063200289118
flat,2,41,2,2,1000,76827.921875,61462.33750000001,0.013016101120462592,0.016270126400578237
flat,2,41,2,3,1500,76827.921875,61462.33750000001,0.019524151680693887,0.024405189600867357
flat,2,41,2,12,6000,76827.921875,61462.33750000001,0.07809660672277555,0.09762075840346943
flat,2,42,2,0,0,75947.27734375,60757.821875,0.0,0.0
flat,2,42,2,1,500,75947.27734375,60757.821875,0.006583514478562765,0.008229393098203456
flat,2,42,2,2,1000,75947.27734375,60757.821875,0.01316702895712553,0.01645878619640691
flat,2,42,2,3,1500,75947.27734375,60757.821875,0.019750543435688297,0.02468817929461037
flat,2,42,2,12,6000,75947.27734375,60757.821875,0.07900217374275319,0.09875271717844147
flat,2,43,2,0,0,69076.75390625,55261.403125,0.0,0.0
flat,2,43,2,1,500,69076.75390625,55261.403125,0.0072383250764590495,0.009047906345573812
flat,2,43,2,2,1000,69076.75390625,55261.403125,0.014476650152918099,0.018095812691147625
flat,2,43,2,3,1500,69076.75390625,55261.403125,0.02171497522937715,0.02714371903672144
flat,2,43,2,12,6000,69076.75390625,55261.403125,0.0868599009175086,0.10857487614688575
flat,2,44,2,0,0,76276.953125,61021.5625,0.0,0.0
flat,2,44,2,1,500,76276.953125,61021.5625,0.006555059942950494,0.008193824928688117
flat,2,44,2,2,1000,76276.953125,61021.5625,0.013110119885900988,0.016387649857376233
flat,2,44,2,3,1500,76276.953125,61021.5625,0.019665179828851482,0.02458147478606435
flat,2,44,2,12,6000,76276.953125,61021.5625,0.07866071931540593,0.0983258991442574
flat,2,45,2,0,0,69569.21875,55655.375,0.0,0.0
flat,2,45,2,1,500,69569.21875,55655.375,0.007187086602147591,0.008983858252684489
flat,2,45,2,2,1000,69569.21875,55655.375,0.014374173204295182,0.017967716505368977
flat,2,45,2,3,1500,69569.21875,55655.375,0.021561259806442773,0.026951574758053466
flat,2,45,2,12,6000,69569.21875,55655.375,0.08624503922577109,0.10780629903221386
flat,2,46,2,0,0,68319.34375,54655.47499999999,0.0,0.0
flat,2,46,2,1,500,68319.34375,54655.47499999999,0.007318571469738393,0.009148214337172993
flat,2,46,2,2,1000,68319.34375,54655.47499999999,0.014637142939476787,0.018296428674345985
